County Name,County Code,Region Name,Indicator Number,Indicator,Total Event Counts,Denominator,Denominator Note,Measure Unit,Percentage/Rate,95% CI,Data Comments,Data Years,Data Sources,Quartile,Mapping Distribution,Location
Tioga,49,New York-Penn,h12,"Diabetes hospitalization rate per 10,000 (any diagnosis)",1724,50744,Average annual population,Rate,113.2,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 242.0 : Q1 & Q2,1,"(42.120252, -76.29595)"
New York-Penn,104,New York-Penn,h12,"Diabetes hospitalization rate per 10,000 (any diagnosis)",19883,299236,Average annual population,Rate,221.5,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",,,
New York State,999,New York State,h12,"Diabetes hospitalization rate per 10,000 (any diagnosis)",1461651,19461584,Average annual population,Rate,250.3,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",,,
Albany,1,Northeastern New York,h12,"Diabetes hospitalization rate per 10,000 (any diagnosis)",19054,302018,Average annual population,Rate,210.3,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 242.0 : Q1 & Q2,1,"(42.678066, -73.814233)"
Clinton,9,Northeastern New York,h12,"Diabetes hospitalization rate per 10,000 (any diagnosis)",6382,81897,Average annual population,Rate,259.8,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",242.0 - < 264.2 : Q3,2,"(44.731944, -73.548883)"
Columbia,10,Northeastern New York,h12,"Diabetes hospitalization rate per 10,000 (any diagnosis)",4267,62421,Average annual population,Rate,227.9,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 242.0 : Q1 & Q2,1,"(42.276913, -73.682168)"
Delaware,12,Northeastern New York,h12,"Diabetes hospitalization rate per 10,000 (any diagnosis)",3645,47018,Average annual population,Rate,258.4,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",242.0 - < 264.2 : Q3,2,"(42.242972, -74.997944)"
Essex,15,Northeastern New York,h12,"Diabetes hospitalization rate per 10,000 (any diagnosis)",2257,38746,Average annual population,Rate,194.2,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 242.0 : Q1 & Q2,1,"(44.166026, -73.685145)"
Franklin,16,Northeastern New York,h12,"Diabetes hospitalization rate per 10,000 (any diagnosis)",4451,51141,Average annual population,Rate,290.1,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",264.2 + : Q4,3,"(44.705699, -74.340621)"
Fulton,17,Northeastern New York,h12,"Diabetes hospitalization rate per 10,000 (any diagnosis)",4877,55255,Average annual population,Rate,294.2,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",264.2 + : Q4,3,"(43.06014, -74.331296)"
Greene,19,Northeastern New York,h12,"Diabetes hospitalization rate per 10,000 (any diagnosis)",3561,49041,Average annual population,Rate,242,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",242.0 - < 264.2 : Q3,2,"(42.298326, -73.973376)"
Hamilton,20,Northeastern New York,h12,"Diabetes hospitalization rate per 10,000 (any diagnosis)",342,4851,Average annual population,Rate,235,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 242.0 : Q1 & Q2,1,"(43.618468, -74.395268)"
Montgomery,27,Northeastern New York,h12,"Diabetes hospitalization rate per 10,000 (any diagnosis)",4661,49584,Average annual population,Rate,313.3,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",264.2 + : Q4,3,"(42.933637, -74.341972)"
Otsego,36,Northeastern New York,h12,"Diabetes hospitalization rate per 10,000 (any diagnosis)",4203,61926,Average annual population,Rate,226.2,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 242.0 : Q1 & Q2,1,"(42.564852, -75.060334)"
Rensselaer,38,Northeastern New York,h12,"Diabetes hospitalization rate per 10,000 (any diagnosis)",11572,158122,Average annual population,Rate,243.9,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",242.0 - < 264.2 : Q3,2,"(42.70098, -73.628669)"
Saratoga,41,Northeastern New York,h12,"Diabetes hospitalization rate per 10,000 (any diagnosis)",11573,220186,Average annual population,Rate,175.2,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 242.0 : Q1 & Q2,1,"(43.00894, -73.786779)"
Schenectady,42,Northeastern New York,h12,"Diabetes hospitalization rate per 10,000 (any diagnosis)",11029,153985,Average annual population,Rate,238.7,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 242.0 : Q1 & Q2,1,"(42.809233, -73.946838)"
Schoharie,43,Northeastern New York,h12,"Diabetes hospitalization rate per 10,000 (any diagnosis)",2006,32285,Average annual population,Rate,207.1,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 242.0 : Q1 & Q2,1,"(42.643426, -74.434606)"
Warren,52,Northeastern New York,h12,"Diabetes hospitalization rate per 10,000 (any diagnosis)",5505,65853,Average annual population,Rate,278.7,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",264.2 + : Q4,3,"(43.403024, -73.716044)"
Washington,53,Northeastern New York,h12,"Diabetes hospitalization rate per 10,000 (any diagnosis)",4908,63045,Average annual population,Rate,259.5,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",242.0 - < 264.2 : Q3,2,"(43.289513, -73.454761)"
Northeastern New York,105,Northeastern New York,h12,"Diabetes hospitalization rate per 10,000 (any diagnosis)",104293,1497372,Average annual population,Rate,232.2,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",,,
Allegany,2,Western New York,h12,"Diabetes hospitalization rate per 10,000 (any diagnosis)",3683,48960,Average annual population,Rate,250.7,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",242.0 - < 264.2 : Q3,2,"(42.226801, -78.020567)"
Cattaraugus,4,Western New York,h12,"Diabetes hospitalization rate per 10,000 (any diagnosis)",6868,79946,Average annual population,Rate,286.4,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",264.2 + : Q4,3,"(42.224267, -78.606673)"
Chautauqua,6,Western New York,h12,"Diabetes hospitalization rate per 10,000 (any diagnosis)",7812,134259,Average annual population,Rate,194,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 242.0 : Q1 & Q2,1,"(42.246904, -79.315313)"
Erie,14,Western New York,h12,"Diabetes hospitalization rate per 10,000 (any diagnosis)",61932,915438,Average annual population,Rate,225.5,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 242.0 : Q1 & Q2,1,"(42.888143, -78.795544)"
Genesee,18,Western New York,h12,"Diabetes hospitalization rate per 10,000 (any diagnosis)",5338,59313,Average annual population,Rate,300,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",264.2 + : Q4,3,"(43.000121, -78.172679)"
Niagara,29,Western New York,h12,"Diabetes hospitalization rate per 10,000 (any diagnosis)",19570,215679,Average annual population,Rate,302.5,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",264.2 + : Q4,3,"(43.134634, -78.856419)"
Orleans,34,Western New York,h12,"Diabetes hospitalization rate per 10,000 (any diagnosis)",3670,42519,Average annual population,Rate,287.7,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",264.2 + : Q4,3,"(43.248394, -78.218438)"
Wyoming,56,Western New York,h12,"Diabetes hospitalization rate per 10,000 (any diagnosis)",2799,41832,Average annual population,Rate,223,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 242.0 : Q1 & Q2,1,"(42.723641, -78.204473)"
Western New York,101,Western New York,h12,"Diabetes hospitalization rate per 10,000 (any diagnosis)",111672,1537947,Average annual population,Rate,242,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",,,
Cayuga,5,Central New York,h12a,"Age-adjusted diabetes hospitalization rate per 10,000 (any diagnosis)",5752,79763,Average annual population,Rate,195.7,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 203.6 : Q1 & Q2,1,"(42.940095, -76.560755)"
Cortland,11,Central New York,h12a,"Age-adjusted diabetes hospitalization rate per 10,000 (any diagnosis)",4155,48898,Average annual population,Rate,264.2,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",234.9 + : Q4,3,"(42.597101, -76.143291)"
Herkimer,21,Central New York,h12a,"Age-adjusted diabetes hospitalization rate per 10,000 (any diagnosis)",5410,63638,Average annual population,Rate,220,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",203.6 - < 234.9 : Q3,2,"(43.070026, -74.994246)"
Jefferson,22,Central New York,h12a,"Age-adjusted diabetes hospitalization rate per 10,000 (any diagnosis)",7253,117619,Average annual population,Rate,215.7,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",203.6 - < 234.9 : Q3,2,"(44.019295, -75.898971)"
Lewis,23,Central New York,h12a,"Age-adjusted diabetes hospitalization rate per 10,000 (any diagnosis)",2106,26772,Average annual population,Rate,221.2,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",203.6 - < 234.9 : Q3,2,"(43.785537, -75.446296)"
Madison,25,Central New York,h12a,"Age-adjusted diabetes hospitalization rate per 10,000 (any diagnosis)",4138,72254,Average annual population,Rate,170.3,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 203.6 : Q1 & Q2,1,"(42.986917, -75.720031)"
Oneida,30,Central New York,h12a,"Age-adjusted diabetes hospitalization rate per 10,000 (any diagnosis)",21668,233403,Average annual population,Rate,247.3,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",234.9 + : Q4,3,"(43.149482, -75.361773)"
Onondaga,31,Central New York,h12a,"Age-adjusted diabetes hospitalization rate per 10,000 (any diagnosis)",29681,462913,Average annual population,Rate,188,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 203.6 : Q1 & Q2,1,"(43.065629, -76.168033)"
Oswego,35,Central New York,h12a,"Age-adjusted diabetes hospitalization rate per 10,000 (any diagnosis)",9067,121905,Average annual population,Rate,234.9,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",203.6 - < 234.9 : Q3,2,"(43.39123, -76.31133)"
St. Lawrence,40,Central New York,h12a,"Age-adjusted diabetes hospitalization rate per 10,000 (any diagnosis)",9441,111116,Average annual population,Rate,255.5,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",234.9 + : Q4,3,"(44.689468, -75.242045)"
Tompkins,50,Central New York,h12a,"Age-adjusted diabetes hospitalization rate per 10,000 (any diagnosis)",3197,101689,Average annual population,Rate,118.1,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 203.6 : Q1 & Q2,1,"(42.461024, -76.478784)"
Central New York,103,Central New York,h12a,"Age-adjusted diabetes hospitalization rate per 10,000 (any diagnosis)",101868,1439971,Average annual population,Rate,209.3,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",,,
Chemung,7,Finger Lakes,h12a,"Age-adjusted diabetes hospitalization rate per 10,000 (any diagnosis)",8967,88667,Average annual population,Rate,276.3,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",234.9 + : Q4,3,"(42.116644, -76.812331)"
Livingston,24,Finger Lakes,h12a,"Age-adjusted diabetes hospitalization rate per 10,000 (any diagnosis)",4107,64445,Average annual population,Rate,188.9,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 203.6 : Q1 & Q2,1,"(42.763754, -77.765392)"
Monroe,26,Finger Lakes,h12a,"Age-adjusted diabetes hospitalization rate per 10,000 (any diagnosis)",50452,741224,Average annual population,Rate,201.4,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 203.6 : Q1 & Q2,1,"(43.161748, -77.620143)"
Ontario,32,Finger Lakes,h12a,"Age-adjusted diabetes hospitalization rate per 10,000 (any diagnosis)",6840,107369,Average annual population,Rate,171.9,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 203.6 : Q1 & Q2,1,"(42.894571, -77.252045)"
Schuyler,44,Finger Lakes,h12a,"Age-adjusted diabetes hospitalization rate per 10,000 (any diagnosis)",1382,18475,Average annual population,Rate,187.2,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 203.6 : Q1 & Q2,1,"(42.38593, -76.872032)"
Seneca,45,Finger Lakes,h12a,"Age-adjusted diabetes hospitalization rate per 10,000 (any diagnosis)",2147,34833,Average annual population,Rate,169.4,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 203.6 : Q1 & Q2,1,"(42.833627, -76.82753)"
Steuben,46,Finger Lakes,h12a,"Age-adjusted diabetes hospitalization rate per 10,000 (any diagnosis)",7680,98192,Average annual population,Rate,212.4,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",203.6 - < 234.9 : Q3,2,"(42.270053, -77.324618)"
Wayne,54,Finger Lakes,h12a,"Age-adjusted diabetes hospitalization rate per 10,000 (any diagnosis)",6737,92833,Average annual population,Rate,205,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",203.6 - < 234.9 : Q3,2,"(43.144336, -77.117995)"
Yates,57,Finger Lakes,h12a,"Age-adjusted diabetes hospitalization rate per 10,000 (any diagnosis)",1671,25095,Average annual population,Rate,178.9,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 203.6 : Q1 & Q2,1,"(42.634338, -77.078311)"
Finger Lakes,102,Finger Lakes,h12a,"Age-adjusted diabetes hospitalization rate per 10,000 (any diagnosis)",89983,1271131,Average annual population,Rate,203.2,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",,,
Dutchess,13,Hudson Valley,h12a,"Age-adjusted diabetes hospitalization rate per 10,000 (any diagnosis)",19425,296350,Average annual population,Rate,194,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 203.6 : Q1 & Q2,1,"(41.686216, -73.840468)"
Orange,33,Hudson Valley,h12a,"Age-adjusted diabetes hospitalization rate per 10,000 (any diagnosis)",25671,377072,Average annual population,Rate,236.3,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",234.9 + : Q4,3,"(41.422459, -74.241929)"
Putnam,37,Hudson Valley,h12a,"Age-adjusted diabetes hospitalization rate per 10,000 (any diagnosis)",4786,99636,Average annual population,Rate,149.7,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 203.6 : Q1 & Q2,1,"(41.41131, -73.717443)"
Rockland,39,Hudson Valley,h12a,"Age-adjusted diabetes hospitalization rate per 10,000 (any diagnosis)",18402,309006,Average annual population,Rate,181.5,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 203.6 : Q1 & Q2,1,"(41.127287, -74.017033)"
Sullivan,48,Hudson Valley,h12a,"Age-adjusted diabetes hospitalization rate per 10,000 (any diagnosis)",5948,76758,Average annual population,Rate,220.3,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",203.6 - < 234.9 : Q3,2,"(41.705166, -74.711705)"
Ulster,51,Hudson Valley,h12a,"Age-adjusted diabetes hospitalization rate per 10,000 (any diagnosis)",13771,182127,Average annual population,Rate,207.9,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",203.6 - < 234.9 : Q3,2,"(41.848374, -74.099412)"
Westchester,55,Hudson Valley,h12a,"Age-adjusted diabetes hospitalization rate per 10,000 (any diagnosis)",58827,953658,Average annual population,Rate,174.9,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 203.6 : Q1 & Q2,1,"(41.039278, -73.805386)"
Hudson Valley,106,Hudson Valley,h12a,"Age-adjusted diabetes hospitalization rate per 10,000 (any diagnosis)",146830,2294607,Average annual population,Rate,189.9,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",,,
Nassau,28,Nassau-Suffolk,h12a,"Age-adjusted diabetes hospitalization rate per 10,000 (any diagnosis)",98211,1347132,Average annual population,Rate,196.1,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 203.6 : Q1 & Q2,1,"(40.715749, -73.601185)"
Suffolk,47,Nassau-Suffolk,h12a,"Age-adjusted diabetes hospitalization rate per 10,000 (any diagnosis)",103507,1503547,Average annual population,Rate,205.4,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",203.6 - < 234.9 : Q3,2,"(40.820237, -73.119032)"
Nassau-Suffolk,108,Nassau-Suffolk,h12a,"Age-adjusted diabetes hospitalization rate per 10,000 (any diagnosis)",201718,2850679,Average annual population,Rate,201,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",,,
Bronx,58,New York City,h12a,"Age-adjusted diabetes hospitalization rate per 10,000 (any diagnosis)",153532,1391466,Average annual population,Rate,399.1,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",234.9 + : Q4,3,"(40.85589, -73.868294)"
Kings,59,New York City,h12a,"Age-adjusted diabetes hospitalization rate per 10,000 (any diagnosis)",222753,2534814,Average annual population,Rate,299.6,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",234.9 + : Q4,3,"(40.65642, -73.950691)"
New York,60,New York City,h12a,"Age-adjusted diabetes hospitalization rate per 10,000 (any diagnosis)",104566,1605625,Average annual population,Rate,202.1,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 203.6 : Q1 & Q2,1,"(40.726966, -74.005966)"
Queens,61,New York City,h12a,"Age-adjusted diabetes hospitalization rate per 10,000 (any diagnosis)",166800,2261761,Average annual population,Rate,227.8,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",203.6 - < 234.9 : Q3,2,"(40.749338, -73.789673)"
Richmond,62,New York City,h12a,"Age-adjusted diabetes hospitalization rate per 10,000 (any diagnosis)",37753,476976,Average annual population,Rate,243.2,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",234.9 + : Q4,3,"(40.566763, -74.148102)"
New York City,107,New York City,h12a,"Age-adjusted diabetes hospitalization rate per 10,000 (any diagnosis)",685404,8270641,Average annual population,Rate,270.5,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",,,
Broome,3,New York-Penn,h12a,"Age-adjusted diabetes hospitalization rate per 10,000 (any diagnosis)",14164,198087,Average annual population,Rate,190.6,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 203.6 : Q1 & Q2,1,"(42.122015, -75.933191)"
Chenango,8,New York-Penn,h12a,"Age-adjusted diabetes hospitalization rate per 10,000 (any diagnosis)",3995,50405,Average annual population,Rate,209.5,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",203.6 - < 234.9 : Q3,2,"(42.481798, -75.570013)"
Tioga,49,New York-Penn,h12a,"Age-adjusted diabetes hospitalization rate per 10,000 (any diagnosis)",1724,50744,Average annual population,Rate,92.4,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 203.6 : Q1 & Q2,1,"(42.120252, -76.29595)"
New York-Penn,104,New York-Penn,h12a,"Age-adjusted diabetes hospitalization rate per 10,000 (any diagnosis)",19883,299236,Average annual population,Rate,177.6,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",,,
New York State,999,New York State,h12a,"Age-adjusted diabetes hospitalization rate per 10,000 (any diagnosis)",1461651,19461584,Average annual population,Rate,226,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",,,
Albany,1,Northeastern New York,h12a,"Age-adjusted diabetes hospitalization rate per 10,000 (any diagnosis)",19054,302018,Average annual population,Rate,187.1,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 203.6 : Q1 & Q2,1,"(42.678066, -73.814233)"
